id,lat,lon,dbh,h1,h2,h3,aspect,slope,date,observer,wpDamage,canopy,dfAssoc,comments
2021-117,47.553733,-122.25095,5,1.5,1.5,3,NA,NA,2021-08-04,all,0,False,False,
2021-118,47.553762,-122.251068,1,3,1.5,3,NA,NA,2021-08-04,all,0,False,False,
2021-119,47.553893,-122.251036,1,3,1.5,3,NA,NA,2021-08-04,all,0,False,False,
2021-120,47.554157,-122.251051,23,0,1.5,1.5,NA,NA,2021-08-04,all,0,False,False,10'9" from trail
2021-121,47.554205,-122.250966,6,1.5,1.5,1.5,NA,NA,2021-08-04,all,0,False,False,
2021-122,47.554201,-122.251041,4,0,0,1.5,NA,NA,2021-08-04,all,0,False,False,
2021-123,47.554223,-122.251185,19,0,1.5,3,NA,NA,2021-08-04,all,0,False,False,36'11" from trail
2021-142,47.559343,-122.25162,28,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,15'11" from trail
2021-143,47.55932,-122.251663,4,0,0,0,NA,NA,2021-08-09,all,0,False,False,9'9" from trail
2021-144,47.5593,-122.251614,5,0,1.5,3,NA,NA,2021-08-09,all,0,False,False,4'1" from trail
2021-145,47.559267,-122.251617,8,1.5,1.5,3,NA,NA,2021-08-09,all,0,False,False,37'8" from trail
2021-146,47.559274,-122.25166,5,0,0,0,NA,NA,2021-08-09,all,0,False,False,26'9" from trail; 2 trunks with the same DBH
2021-147,47.559277,-122.251875,38,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,22'3" from trail
2021-148,47.559321,-122.251864,28,0,0,0,NA,NA,2021-08-09,all,0,False,False,1' from trail
2021-149,47.559332,-122.251894,3,0,0,0,NA,NA,2021-08-09,all,0,False,False,11'11" from trail
2021-150 ,47.559279,-122.252023,20,0,0,0,NA,NA,2021-08-09,all,0,False,False,13'1" from trail
2021-151,47.559359,-122.25188,16,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,50'7" from trail
2021-152,47.559338,-122.251983,29,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,36'3" from trail
2021-153,47.559261,-122.252442,27,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,40' from trail
2021-154,47.559133,-122.252354,29,1.5,1.5,3,NA,NA,2021-08-09,all,0,False,False,22' from trail
2021-155,47.559165,-122.252501,27,1.5,1.5,1.5,NA,NA,2021-08-09,all,0,False,False,2' from trail
2021-156,47.559141,-122.252536,28,0,0,1.5,NA,NA,2021-08-09,all,0,False,False,24' from trail
2021-157,47.559113,-122.252661,14,1.5,0,1.5,NA,NA,2021-08-09,all,0,False,False,4' from trail
2021-158,47.559083,-122.252709,29,0,1.5,3,NA,NA,2021-08-09,all,0,False,False,4' from trail
2021-159,47.559194,-122.252687,23,0,0,0,NA,NA,2021-08-09,all,0,False,False,snag 4' from trail
2021-160,47.559182,-122.2528,16,0,0,0,NA,NA,2021-08-09,all,0,False,False,12' from trail
2021-161,47.559134,-122.252798,7,0,0,0,NA,NA,2021-08-09,all,0,False,False,14' from trail
2021-162,47.559123,-122.25286,12,1.5,1.5,1.5,NA,NA,2021-08-10,all,0,False,False,30' from trail
2021-163,47.559186,-122.252865,19,0,0,0,NA,NA,2021-08-09,all,0,False,False,5' from trail
2021-164,47.559361,-122.252708,11,0,0,1.5,NA,NA,2021-08-11,all,0,False,False,15' from trail
2021-164a,47.559366,-122.25272,6,0,0,0,NA,NA,2021-08-11,all,0,False,False,small snag
2021-164b,47.559375,-122.252731,11,0,0,0,NA,NA,2021-08-11,all,0,False,False,small snag
2021-165,47.559464,-122.252635,28,0,0,1.5,NA,NA,2021-08-11,all,0,False,False,29' from trail
2021-166,47.559381,-122.252743,10,0,0,0,NA,NA,2021-08-11,all,0,False,False,34' from trail
2021-167,47.559494,-122.252541,9,0,1.5,1.5,NA,NA,2021-08-11,all,0,False,False,4' from trail
2021-168,47.559514,-122.252321,28,0,1.5,1.5,NA,NA,2021-08-11,all,0,False,False,16' from trail
2021-169,47.559563,-122.252409,28,0,0,0,NA,NA,2021-08-11,all,0,False,False,27' from trail; snag
2021-170,47.559602,-122.252491,19,0,1.5,3,NA,NA,2021-08-11,all,0,False,False,60' from trail
2021-171,47.559626,-122.252296,40,0,0,0,NA,NA,2021-08-11,all,0,False,False,5' from trail; snag
2021-172,47.559659,-122.252337,22,0,0,1.5,NA,NA,2021-08-11,all,0,False,False,48' from trail
2021-173,47.55963,-122.251876,31,0,0,1.5,NA,NA,2021-08-11,all,0,False,False,13' from trail northeast
2021-174,47.559595,-122.251842,26,0,0,0,NA,NA,2021-08-17,all,0,False,False,4' from trail; snag east
2021-175,47.559465,-122.25186,34,0,0,0,NA,NA,2021-08-17,all,0,False,False,49' from trail; wsw CHECK
2021-175b,47.559477,-122.251871,8,0,0,0,NA,NA,2021-08-17,all,0,False,False,10' nw from 175  CHECK
2021-176,47.559555,-122.251649,13,0,0,1.5,NA,NA,2021-08-17,all,0,False,False,17' from trail; snag; east
2021-177,47.559549,-122.251559,4,0,0,3,NA,NA,2021-08-17,all,0,False,False,28' from trail
2021-178,47.559449,-122.251643,29,1.5,1.5,1.5,NA,NA,2021-08-17,all,0,False,False,3' from trail
2021-179,47.559427,-122.251622,20,0,0,1.5,NA,NA,2021-08-17,all,0,False,False,1' from trail
# id,lat,lon,dbh,h1,h2,h3,aspect,slope,date,observer,wpDamage,canopy,dfAssoc,comments
6200,47.5556056, -122.2506800,36,NA,NA,3,NA,0,2024-03-05,paul,0,True,False,
6201,47.5566361, -122.2512423,28,0,0,0,220,5,2024-03-05,paul,3,False,False,45 foot snag
6202,47.5566105, -122.2512436,29,NA,1.5,2,220,5,2024-03-05,paul,0,False,False,
# start transcription here, sunday 10 mary 130pm
6203,47.5565118, -122.2510408,34,NA,0.5,1,220,5,2024-03-05,paul,3,True,False,
# center of 04,5 and the 6-7 pair. 4 is 10 ft nw. 5 is 8 ft ne. 6-7 is 8 ft sw
# center 47.5564530, -122.2510649
6204,47.5564700, -122.2510709,10,1,2,3,220,5,2024-03-05,paul,0,False,False,
6205,47.5564700, -122.2510709,10,0,1,3,220,5,2024-03-05,paul,0,False,False, might be self-pruning; about to emerge into canopy
6206,47.5564430, -122.2510549,3,0,0,0,220,5,2024-03-05,paul,0,False,False,
6207,47.5564430, -122.2510549,5,2,2,3,220,5,2024-03-05,paul,0,False,False,
6028,47.5565682, -122.2509070,23,0,0,0,220,5,2024-03-05,paul,1,False,False,40 ft snag. 8 visible conks
6029,47.5564903, -122.2507873,11,NA,2,2.5,220,5,2024-03-05,paul,0,False,False,just reaching local canopy. unusual 10-15 degree lean entire tree
6030,47.5568949, -122.2497533,15,NA,NA,3,70,25,2024-03-05,paul,0,False,False,
6031,47.5567492, -122.2498227,18,NA,NA,3,70,25,2024-03-05,paul,0,True,False,
6032,47.5567001, -122.2500340,16,NA,2,3,60,40,2024-03-05,paul,0,True,False,
6033,47.5567374, -122.2498593,21,NA,NA,3,60,40,2024-03-05,paul,0,True,False,
6034,47.5567487, -122.2496259,6,2,3,3,60,40,2024-03-05,paul,0,False,False,right next to maple
6035,47.5565109, -122.2495716,4,3,3,3,60,40,2024-03-05,paul,0,False,False,
#6036, no lat lon recorded
6037,47.5569074, -122.2497325,4,0,0,0,60,40,2024-03-05,paul,0,False,False,
6038,47.5568689, -122.2496115,2,3,3,3,60,40,2024-03-05,paul,0,False,False,supine tree now growing vertical
6039,47.5571090, -122.2500980,8,NA,3,3,75,10,2024-03-05,paul,0,False,False,needles a bit thin
6040,47.5572200,-122.2502857,50,0,0,0,80,45,2024-03-05,paul,5,False,False,massive 7 ft stump; log fell north
# paul's (2024-03-08 trees)
6200,47.5556056, -122.2506800,36,NA,NA,3,NA,0,2024-03-05,paul,0,True,False,
6201,47.5566361, -122.2512423,28,0,0,0,220,5,2024-03-05,paul,3,False,False,45 foot snag
6202,47.5566105, -122.2512436,29,NA,1.5,2,220,5,2024-03-05,paul,0,False,False,
6203,47.5565118, -122.2510408,34,NA,0.5,1,220,5,2024-03-05,paul,3,True,False,
6204,47.5564700, -122.2510709,10,1,2,3,220,5,2024-03-05,paul,0,False,False,
6205,47.5564700, -122.2510709,10,0,1,3,220,5,2024-03-05,paul,0,False,False, might be self-pruning; about to emerge into canopy
6206,47.5564430, -122.2510549,3,0,0,0,220,5,2024-03-05,paul,0,False,False,
6207,47.5564430, -122.2510549,5,2,2,3,220,5,2024-03-05,paul,0,False,False,
6028,47.5565682, -122.2509070,23,0,0,0,220,5,2024-03-05,paul,1,False,False,40 ft snag. 8 visible conks
6029,47.5564903, -122.2507873,11,NA,2,2.5,220,5,2024-03-05,paul,0,False,False,just reaching local canopy. unusual 10-15 degree lean entire tree
6030,47.5568949, -122.2497533,15,NA,NA,3,70,25,2024-03-05,paul,0,False,False,
6031,47.5567492, -122.2498227,18,NA,NA,3,70,25,2024-03-05,paul,0,True,False,
6032,47.5567001, -122.2500340,16,NA,2,3,60,40,2024-03-05,paul,0,True,False,
6033,47.5567374, -122.2498593,21,NA,NA,3,60,40,2024-03-05,paul,0,True,False,
6034,47.5567487, -122.2496259,6,2,3,3,60,40,2024-03-05,paul,0,False,False,right next to maple
6035,47.5565109, -122.2495716,4,3,3,3,60,40,2024-03-05,paul,0,False,False,
6037,47.5569074, -122.2497325,4,0,0,0,60,40,2024-03-05,paul,0,False,False,
6038,47.5568689, -122.2496115,2,3,3,3,60,40,2024-03-05,paul,0,False,False,supine tree now growing vertical
6039,47.5571090, -122.2500980,8,NA,3,3,75,10,2024-03-05,paul,0,False,False,needles a bit thin
6040,47.5572200,-122.2502857,50,0,0,0,80,45,2024-03-05,paul,5,False,False,massive 7 ft stump; log fell north
6050,47.5556502, -122.2520211,47,0,0,0,NA,0,2024-03-09,paul,0,False,False,60 ft snag.Holly 20 ft south
6051,47.5556160,-122.2520936,10,1,1,2,NA,0,2024-03-09,paul,0,False,False,low branch is candidate for mid-summer study
6052,47.5572535, -122.2503089,6,NA,3,3,95,30,2024-03-09,paul,0,False,False,
6053,47.5572535, -122.2503289,6,NA,3,3,95,30,2024-03-09,paul,0,False,False,
6054,47.5572535, -122.2503489,29,NA,3,3,95,30,2024-03-09,paul,0,True,False,
6055,47.5573259, -122.2502133,11,NA,3,3,95,30,2024-03-09,paul,0,True,False,low north branches not yet pruning 
6056,47.5573159, -122.2502033,6,NA,2,3,105,40,2024-03-09,paul,0,False,True,out of Doug for log
6057,47.5572954, -122.2501597,7,NA,2,3,105,40,2024-03-09,paul,0,False,False,
6058,47.5572777, -122.2500068,41,NA,NA,3,100,30,2024-03-09,paul,0,True,False,
# center for 4 trees, 59-62 47.5572377, -122.2497879,
6059,47.5572377, -122.2498179,10,NA,NA,3,90,5,2024-03-09,paul,0,False,False,
6060,47.5572077, -122.2497879,7,2,1.5,1.5,90,5,2024-03-09,paul,0,False,True,out of old stump
6061,47.5572277, -122.2497869,7,1,1,2,90,5,2024-03-09,paul,0,False,False,
6062,47.5572377, -122.2497679,8,1,1,2,90,5,2024-03-09,paul,0,False,False,
6063,47.5573001, -122.2498207,4,1,1,3,90,5,2024-03-09,paul,0,False,False,
6064,47.5573816, -122.2496819,29,NA,NA,3,115,15,2024-03-09,paul,0,True,False,low branches have sun. no disease
6065,47.5573956, -122.2496819,24,NA,NA,3,115,15,2024-03-09,paul,0,True,False,no disease on few low branches
6066,47.5574116, -122.2496819,22,0,0,0,115,15,2024-03-09,paul,0,False,False,todo: remeasure dbh
6067,47.5574216, -122.2496819,4,NA,1,2,115,15,2024-03-09,paul,0,False,False,
6068,47.5574416, -122.2496519,13,NA,3,3,115,15,2024-03-09,paul,0,True,False,
6070,47.5573970, -122.2496179,38,NA,NA,3,90,10,2024-03-09,paul,0,True,False,

# muwei's 5 mar trees come next
4034,47.5552975, -122.2481742,36,0,0,0,60,10,2024-03-05,muwei,2,False,False,8 foot stump
4035,47.5555507, -122.2494519,14,1,2,2.5,360,15,2024-03-05,muwei,2,False,False,
99,47.5554126, -122.2495485,26,NA,NA,0,360,25,2024-03-05,muwei,4,False,False,30 foot snag
380,47.5550348, -122.2513053,33,0.5,2.5,3,240,15,2024-03-09,muwei,0,False,False,breaking into the canopy. natural self pruning
381,47.5550873, -122.2513315,22,0,0,0,180,5,2024-03-09,muwei,4,False,False,80 foot snag
382,47.5553178, -122.2511809,7,0,2,3,270,5,2024-03-09,muwei,0,False,True,
383,47.5553552, -122.2512228,2,2,3,3,NA,0,2024-03-09,muwei,0,False,True,growing solely on a fallen Doug fir
231,47.5570549, -122.2508735,5,0,0,2.5,180,15,2024-03-09,muwei,0,False,False,
234,47.5566361, -122.2506646,28,NA,NA,3,NA,0,2024-03-09,muwei,0,True,False,
384,47.5566675, -122.2507132,5,1.5,2,3,270,5,2024-03-09,muwei,0,False,False,
385,47.5566702, -122.2510438,20,NA,1,3,270,5,2024-03-09,muwei,0,True,False,
6201,47.5565976, -122.2512091,24,0,0,0,240,5,2024-03-09,muwei,4,True,False,40 foot snag
6202,47.5566453, -122.2511290,9,NA,2,3,240,5,2024-03-09,muwei,0,False,False,

# eric's 2024-03-09
211,47.5555588, -122.2511484,19,2,3,3,230,5,2024-03-09,eric,0,False,False,
212,47.5554936, -122.2511675,24,1.5,0,0,230,5,2024-03-09,eric,0,False,False,55 foot snag
213,47.5556373, -122.2511870,5,0,1,2.5,230,5,2024-03-09,eric,0,False,False,
214,47.5556136, -122.2510428,10,1,0.75,1.5,230,4,2024-03-09,eric,0,False,False,
215,47.5556846, -122.2508916,14,0,0,0,230,5,2024-03-09,eric,0,False,False,fallen tree
217,47.5557143, -122.2509955,10,2,3,3,230,5,2024-03-09,eric,0,False,False, lots of branches on the ground.
218,47.5557351, -122.2512829,11,1,2.5,3,230,5,2024-03-09,eric,0,False,False,
219,47.5559487, -122.2511722,31,NA,3,3,230,5,2024-03-09,eric,0,False,False,broken off at top
220,47.5560177, -122.2511561,42,0,0,0,230,5,2024-03-09,eric,0,True,False,45 foot snag
221,47.5560061, -122.2512815,14,0.5,2.5,3,230,10,2024-03-09,eric,0,False,False,
222,47.5560761, -122.2511937,8,0,0,0,230,10,2024-03-09,eric,0,False,False,fallen tree
223,47.5557514, -122.2518364,4,0,0.5,1,280,5,2024-03-09,eric,0,False,False,
224,47.5557514, -122.2518364,2,1.5,0,2.5,280,5,2024-03-09,eric,0,False,False,
225,47.5556618, -122.2515756,6,1.5,1.5,3,230,5,2024-03-09,eric,0,False,False,
226,47.5555719, -122.2515018,7,1.5,2.5,3,230,5,2024-03-09,eric,0,False,True,
227,47.5555950, -122.2514475,4,1,2.5,3,230,10,2024-03-09,eric,0,False,True,
228,47.5555950, -122.2514475,7,1,2,2.5,230,10,2024-03-09,eric,0,False,True,
229,47.5555565, -122.2515595,36,0,0,0,230,5,2024-03-09,eric,0,False,False,8 foot snag
230,47.5569223, -122.2507585,24,2.5,3,2.5,240,5,2024-03-09,ericf,0,True,False,
232,47.5569861, -122.2509268,4,0,0.5,0.5,240,5,2024-03-09,eric,0,False,False,
233,47.5566343, -122.2507524,14,NA,1.5,2,80,10,2024-03-09,eric,0,False,False,
235,47.5565639, -122.2502603,18,0,0,0,80,5,2024-03-09,eric,0,False,False,fallen tree
245,47.5562510, -122.2502777,2,0,0,0,80,10,2024-03-09,eric,0,False,False,
246,47.5563014, -122.2500936,6,0,0,0,80,5,2024-03-09,eric,0,False,False,Fallen tree. upright against a Douglas fir.
247,47.5570526, -122.2502552,5,0,0.5,2,80,10,2024-03-09,eric,0,False,False,
248,47.5570216, -122.2502180,7,0.5,0.5,1.5,80,10,2024-03-09,eric,0,False,False,
249,47.5571225, -122.2501332,8,1.5,1.5,2.25,80,10,2024-03-09,eric,0,False,False,
250,47.5571187, -122.2500252,15,NA,NA,2.25,80,10,2024-03-09,eric,0,False,False,
251,47.5571187, -122.2500252,3,0,0,1.5,80,10,2024-03-09,eric,0,False,False,
252,47.5573296, -122.2499585,8,1,2.75,3,80,10,2024-03-09,eric,0,False,False,
253,47.5573866, -122.2499464,9,1.5,1.75,3,80,10,2024-03-09,eric,0,False,True,
254,47.5574060, -122.2499669,11,2,2,3,80,10,2024-03-09,eric,0,False,False,
255,47.5574271, -122.2498710,12,0,1.5,3,80,10,2024-03-09,eric,0,True,False,
256,47.5573861, -122.2499823,8,1.5,3,3,80,10,2024-03-09,eric,0,False,False,
257,47.5573861, -122.2499823,7,NA,1.5,3,80,10,2024-03-09,eric,0,False,False,
258,47.5573922, -122.2500568,5,1.5,2.25,2.75,80,5,2024-03-09,eric,0,False,False,
259,47.5574861, -122.2500380,9,2,1.5,3,80,5,2024-03-09,eric,0,True,False,
260,47.5574861, -122.2500380,8, 0,0,0,80,5,2024-03-09,eric,0,False,False,12 foot snag
261,47.5573902, -122.2497205,5,0,1,1.5,80,5,2024-03-09,eric,0,False,False,
262,47.5573741, -122.2497000,16,NA,2.5,3,80,5,2024-03-09,eric,0,False,False,
263,47.5574667, -122.2497641,6,NA,1.5,3,80,5,2024-03-09,eric,0,False,False,
264,47.5574850, -122.2496440,6,1.5,2,3,80,5,2024-03-09,eric,0,False,False,
265,47.5575635, -122.2495756,7,0.5,2,3,80,5,2024-03-09,eric,0,False,False,
# nate's 2024-03-09 trees
5044,47.5554930,-122.2506934,5,1.5,3,3,225,5,2024-03-09,nate,0,False,True,growing from base of doug fir
5045,47.5555305, -122.2508835,14,3,3,3,270,5,2024-03-09,nate,0,False,False,
5046,47.5561652, -122.2515377,21,NA,2,3,240,10,2024-03-09,nate,0,False,False,
5047,47.5561505, -122.2518820,4,3,3,3,250,5,2024-03-09,nate,0,False,False,
5048,47.5559819, -122.2519843,40,NA,2.5,3,200,10,2024-03-09,nate,0,False,False,
5049,47.5569859, -122.2508410,16,NA,1.5,2.5,245,5,2024-03-09,nate,0,True,False,
5050,47.5570730, -122.2505473,3,1,2,2,50,15,2024-03-09,nate,0,False,False,
5051,47.5570379, -122.2507934,5,1,1.5,2.5,75,5,2024-03-09,nate,0,False,False,
5052,47.5571863, -122.2507645,51,NA,3,3,100,10,2024-03-09,nate,0,True,False,
5053,47.5574753, -122.2508601,7,NA,3,3,275,5,2024-03-09,nate,0,False,False,
5054,47.5574970, -122.2508396,7,NA,3,3,300,5,2024-03-09,nate,0,False,False,
5055,47.5575165, -122.2508346,4,2.5,3,3,290,5,2024-03-09,nate,0,False,False,
5056,47.5574793, -122.2506522,8,3,3,3,100,10,2024-03-09,nate,0,False,False,
5057,47.5574603, -122.2506170,11,3,3,3,100,15,2024-03-09,nate,0,False,False,
5058,47.5575993, -122.2506381,44,NA,3,3,100,5,2024-03-09,nate,0,True,False,
5059,47.5576871, -122.2507069,45,0,0,0,75,5,2024-03-09,nate,3,True,False,big and dead; check wpDamage number
5060,47.5577140, -122.2506408,8,3,3,3,100,5,2024-03-09,nate,0,False,False,
5061,47.5577137, -122.2506147,6,3,3,3,120,5,2024-03-09,nate,0,False,False,
5062,47.5577242, -122.2505969,3,3,3,3,80,5,2024-03-09,nate,0,False,False,
5063,47.5578696, -122.2505908,36,0,0,0,345,0,2024-03-09,nate,3,True,False,big dead snag; check wpDamage number
5064,47.5578712, -122.2505268,32,0,0,0,120,0,2024-03-09,nate,3,True,False,big dead snag
5065,47.5577031, -122.2503474,10,3,3,3,115,10,2024-03-09,nate,0,False,False,
5066,47.5576065, -122.2504074,5,3,3,3,125,5,2024-03-09,nate,0,False,False,
